StockCode,Description,TotalQuaantity,AvgQuantity,TotalRevenue,AvgRevenue,OrderCount
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,3854,19.76,4225.77,21.67,190
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",837,11.47,2131.35,29.2,68
21110,LARGE CAKE TOWEL PINK SPOTS,775,9.69,2295.05,28.69,78
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",789,15.17,1291.55,24.84,50
21112,"SWISS ROLL TOWEL, PINK  SPOTS",1245,27.07,2551.83,55.47,46
21114,LAVENDER SCENTED FABRIC HEART,1352,10.17,1705.28,12.82,128
21115,ROSE CARAVAN DOORSTOP,523,3.93,2580.21,19.4,129
21116,OWL DOORSTOP,489,4.14,2339.19,19.82,117
21117,BLOND DOLL DOORSTOP,115,6.76,149.25,8.78,14
21121,SET/10 RED POLKADOT PARTY CANDLES,6502,18.9,7799.18,22.67,336
21122,SET/10 PINK POLKADOT PARTY CANDLES,5257,16.69,6353.58,20.17,304
21123,SET/10 IVORY POLKADOT PARTY CANDLES,975,9.56,1215.81,11.92,97
21124,SET/10 BLUE POLKADOT PARTY CANDLES,3970,17.11,4798.34,20.68,227
21125,SET 6 FOOTBALL CELEBRATION CANDLES,598,8.42,747.5,10.53,67
21126,SET OF 6 GIRLS CELEBRATION CANDLES,488,7.07,605.44,8.77,67
21128,GOLD FISHING GNOME,47,2.94,284.16,17.76,16
21129,SILVER FISHING GNOME ,45,2.25,332.3,16.62,20
21131,GOLD STANDING GNOME,93,5.47,290.25,17.07,17
21132,SILVER STANDING GNOME   ,35,2.19,142.75,8.92,16
21135,VICTORIAN  METAL POSTCARD SPRING,2708,16.12,2975.24,17.71,162
21136,PAINTED METAL PEARS ASSORTED,4476,12.36,7491.4,20.69,352
21137,BLACK RECORD COVER FRAME,6870,22.31,23687.51,76.91,304
21143,ANTIQUE GLASS HEART DECORATION ,296,10.21,577.2,19.9,26
21145,ANTIQUE GLASS PLACE SETTING,122,15.25,152.5,19.06,8
21147,JINGLE BELLS TREE DECORATION,89,4.05,200.94,9.13,21
21154,RED RETROSPOT OVEN GLOVE ,3187,11.89,3751.63,14.0,262
21155,RED RETROSPOT PEG BAG,2460,6.81,5880.05,16.29,354
21156,RETROSPOT CHILDRENS APRON,3039,10.34,5587.87,19.01,292
21157,RED RETROSPOT WASHBAG,49,3.27,102.9,6.86,14
21158,MOODY GIRL DOOR HANGER ,1427,9.21,686.91,4.43,146
21159,MOODY BOY  DOOR HANGER ,1109,10.17,542.75,4.98,108
21161,KEEP OUT BOYS DOOR HANGER ,131,3.54,189.95,5.13,34
21162,TOXIC AREA  DOOR HANGER ,1416,10.11,696.4,4.97,137
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1176,9.88,603.86,5.07,110
21164,HOME SWEET HOME METAL SIGN ,1714,6.86,4850.62,19.4,246
21165,BEWARE OF THE CAT METAL SIGN ,4027,10.97,6405.31,17.45,359
21166,COOK WITH WINE METAL SIGN ,10209,16.65,20315.33,33.14,602
21167,WHITE SAGE INCENSE,1260,50.4,264.6,10.58,25
21169,YOU'RE CONFUSING ME METAL SIGN ,4281,12.03,6762.57,19.0,342
21171,BATHROOM METAL SIGN ,424,7.07,566.8,9.45,60
21172,PARTY METAL SIGN ,3335,8.71,4708.27,12.29,371
21174,POTTERING IN THE SHED METAL SIGN,3926,10.33,8372.7,22.03,371
21175,GIN + TONIC DIET METAL SIGN,7993,11.43,19027.44,27.22,690
21179,NO JUNK MAIL METAL SIGN,1785,10.26,1021.23,5.87,166
21181,PLEASE ONE PERSON METAL SIGN,11507,16.16,22841.08,32.08,693
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,330,9.43,525.3,15.01,33
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,294,8.65,838.5,24.66,33
21189,WHITE HONEYCOMB PAPER GARLAND ,165,5.69,272.25,9.39,29
21190,PINK HEARTS PAPER GARLAND,168,24.0,245.2,35.03,7
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,394,8.95,788.04,17.91,44
21192,WHITE BELL HONEYCOMB PAPER ,925,21.51,1391.85,32.37,39
21194,PINK  HONEYCOMB PAPER FAN,437,10.16,366.7,8.53,41
21195,PINK  HONEYCOMB PAPER BALL ,417,17.38,607.86,25.33,24
21196,ROUND WHITE CONFETTI IN TUBE,89,8.9,146.85,14.68,9
21197,MULTICOLOUR  CONFETTI IN TUBE,243,18.69,322.71,24.82,13
21198,WHITE HEART CONFETTI IN TUBE,964,18.9,931.56,18.27,50
21199,PINK  HEART CONFETTI IN TUBE,864,17.63,766.56,15.64,48
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1010,25.9,1272.9,32.64,39
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1175,15.67,2672.25,35.63,72
21202,DOLLY HONEYCOMB GARLAND,449,21.38,404.85,19.28,20
21204,DAISIES  HONEYCOMB GARLAND ,419,8.22,691.35,13.56,51
21205,MULTICOLOUR 3D BALLS GARLAND,209,4.1,532.95,10.45,48
21206,STRAWBERRY HONEYCOMB  GARLAND ,1220,15.84,1446.6,18.79,75
21207,SKULL AND CROSSBONES  GARLAND ,982,11.42,1533.9,17.84,84
21208,PASTEL COLOUR HONEYCOMB FAN,873,15.32,531.69,9.33,56
21209,MULTICOLOUR HONEYCOMB FAN,1142,20.04,669.12,11.74,57
21210,SET OF 72 RETROSPOT PAPER  DOILIES,5680,15.43,7947.37,21.6,365
21211,SET OF 72 SKULL PAPER  DOILIES,816,12.0,1144.8,16.84,66
21212,PACK OF 72 RETROSPOT CAKE CASES,33693,31.55,16394.53,15.35,1029
21213,PACK OF 72 SKULL CAKE CASES,14309,28.0,6859.31,13.42,499
21215,IVORY PAPER CUP CAKE CASES ,868,13.15,461.8,7.0,63
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1841,7.36,8354.87,33.42,241
21217,RED RETROSPOT ROUND CAKE TINS,855,3.33,8114.25,31.57,256
21218,RED SPOTTY BISCUIT TIN,2058,9.99,7071.2,34.33,203
21219,SET/4 BADGES BALLOON GIRL,323,7.51,408.59,9.5,42
21220,SET/4 BADGES DOGS,239,5.69,312.06,7.43,41
21221,SET/4 BADGES CUTE CREATURES,201,8.38,262.14,10.92,24
21222,SET/4 BADGES BEETLES,198,5.21,257.18,6.77,35
21224,SET/4 SKULL BADGES,734,8.84,913.7,11.01,81
21226,POCKET MIRROR WOODLAND,9,1.8,11.25,2.25,4
21228,"POCKET MIRROR ""GLAMOROUS""",5,2.5,6.25,3.12,2
21231,SWEETHEART CERAMIC TRINKET BOX,5757,14.91,6875.86,17.81,381
21232,STRAWBERRY CERAMIC TRINKET BOX,10366,17.48,12210.06,20.59,582
21238,RED RETROSPOT CUP,3519,12.57,2822.41,10.08,277
21239,PINK  POLKADOT CUP,2574,12.62,2051.4,10.06,201
21240,BLUE POLKADOT CUP,3156,14.41,2487.08,11.36,215
21242,RED RETROSPOT PLATE ,3074,13.66,4860.98,21.6,222
21243,PINK  POLKADOT PLATE ,2113,14.18,3329.05,22.34,148
21244,BLUE POLKADOT PLATE ,2131,14.4,3359.47,22.7,147
21245,GREEN POLKADOT PLATE ,1014,9.84,1623.1,15.76,100
21246,RED RETROSPOT BIG BOWL,175,4.49,849.45,21.78,39
21248,DOOR HANGER  MUM + DADS ROOM,187,3.6,271.15,5.21,52
21249,WOODLAND  HEIGHT CHART STICKERS ,672,8.51,1874.4,23.73,79
21250,SET OF SKULL WALL STICKERS,92,5.41,257.0,15.12,17
21251,DINOSAUR HEIGHT CHART STICKER SET,165,4.71,486.75,13.91,35
21253,SET OF PICTURE FRAME  STICKERS,66,3.88,192.54,11.33,16
21257,VICTORIAN SEWING BOX MEDIUM,489,3.18,3735.39,24.26,152
21258,VICTORIAN SEWING BOX LARGE,425,4.01,5014.23,47.3,106
21259,VICTORIAN SEWING BOX SMALL ,936,3.93,5280.11,22.19,236
21260,FIRST AID TIN,1129,7.53,3530.35,23.54,148
21261,GREEN GOOSE FEATHER CHRISTMAS TREE ,167,6.19,520.65,19.28,27
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,268,5.15,790.6,15.2,50
21263,GREEN GOOSE FEATHER TREE 60CM,165,4.23,321.75,8.25,36
21264,WHITE GOOSE FEATHER TREE 60CM ,256,5.95,499.2,11.61,42
21265,PINK GOOSE FEATHER TREE 60CM,128,8.0,249.6,15.6,16
21268,VINTAGE BLUE TINSEL REEL,2,2.0,0.84,0.84,1
21269,ANTIQUE CREAM CUTLERY SHELF ,28,1.56,238.0,13.22,18
21270,ANTIQUE CREAM CUTLERY CUPBOARD,14,1.08,178.5,13.73,13
21272,SALLE DE BAIN HOOK,503,7.62,660.07,10.0,60
21275,ZINC TOP  2 DOOR WOODEN SHELF ,10,1.11,169.5,18.83,9
21277,FRENCH STYLE EMBOSSED HEART CABINET,23,1.15,485.9,24.3,20
21278,VINTAGE KITCHEN PRINT PUDDINGS,43,4.78,109.65,12.18,7
21279,VINTAGE KITCHEN PRINT FRUITS,65,5.42,165.75,13.81,12
21280,VINTAGE KITCHEN PRINT VEGETABLES,65,5.42,165.75,13.81,12
21281,VINTAGE KITCHEN PRINT SEAFOOD,35,5.83,89.25,14.87,6
21284,RETROSPOT CANDLE  SMALL,385,14.81,313.53,12.06,25
21285,RETROSPOT CANDLE  MEDIUM,350,10.61,357.62,10.84,33
21286,RETROSPOT CANDLE  LARGE,255,14.17,279.37,15.52,18
21287,SCENTED VELVET LOUNGE CANDLE ,1788,33.11,755.13,13.98,54
21288,STRIPEY CHOCOLATE NESTING BOXES,256,6.1,716.8,17.07,40
21289,LARGE STRIPES CHOCOLATE GIFT BAG,443,23.32,553.75,29.14,19
21291,SMALL POLKADOT CHOCOLATE GIFT BAG ,920,23.0,782.0,19.55,40
21292,SMALL STRIPES CHOCOLATE GIFT BAG ,865,33.27,591.25,22.74,26
21293,MIRRORED DOVE WALL DECORATION,101,5.32,214.13,11.27,18
21294,ETCHED GLASS COASTER,1536,25.6,722.88,12.05,58
21306,SET/4 DAISY MIRROR MAGNETS,487,13.16,166.57,4.5,36
21307,SET/4 BUTTERFLY MIRROR MAGNETS,79,6.08,39.2,3.02,13
21310,CAPIZ CHANDELIER,1,1.0,29.95,29.95,1
21311,SET/4 BIRD MIRROR MAGNETS ,478,9.96,165.77,3.45,44
21313,GLASS HEART T-LIGHT HOLDER ,2843,21.7,2110.46,16.11,129
21314,SMALL GLASS HEART TRINKET POT,3670,10.61,7412.56,21.42,342
21316,SMALL CHUNKY GLASS ROMAN  BOWL,149,14.9,156.59,15.66,9
21317,GLASS SPHERE CANDLE STAND MEDIUM,96,3.43,516.2,18.44,26
21318,GLASS CHALICE BLUE SMALL ,680,16.19,372.3,8.86,40
21319,GLASS CHALICE GREEN  SMALL ,147,12.25,129.51,10.79,12
21320,GLASS CHALICE GREEN  LARGE ,186,15.5,309.66,25.81,11
21324,HANGING MEDINA LANTERN SMALL,69,3.45,203.55,10.18,20
21326,AGED GLASS SILVER T-LIGHT HOLDER,10088,35.15,6083.2,21.2,277
21327,SKULLS WRITING SET ,538,3.64,887.7,6.0,145
21328,BALLOONS  WRITING SET ,760,3.92,1262.2,6.51,187
21329,DINOSAURS  WRITING SET ,589,3.42,980.05,5.7,168
21331,MOROCCAN BEATEN METAL DISH LARGE,11,1.57,140.25,20.04,7
21332,MOROCCAN BEATEN METAL MIRROR,14,1.75,143.3,17.91,8
21333,CLASSIC WHITE FRAME,55,3.67,162.25,10.82,15
21336,GOLD WASHBAG,8,2.67,23.6,7.87,3
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,928,3.52,10161.41,38.49,260
21344,MOROCCAN BEATEN METAL DISH,14,2.8,139.3,27.86,5
21348,PINK SPOTS CHOCOLATE NESTING BOXES ,139,27.8,355.65,71.13,5
21349,IVY HEART WREATH,12,1.71,81.0,11.57,7
21351,CINAMMON & ORANGE WREATH,101,3.06,654.55,19.83,31
21352,EUCALYPTUS & PINECONE  WREATH,311,8.41,1118.65,30.23,37
21354,TOAST ITS - BEST MUM,753,10.76,888.45,12.69,68
21355,TOAST ITS - I LOVE YOU ,777,6.82,961.65,8.44,107
21356,TOAST ITS - FAIRY FLOWER,304,5.53,363.15,6.6,53
21357,TOAST ITS - DINOSAUR,19,1.73,23.75,2.16,10
21358,TOAST ITS - HAPPY BIRTHDAY,328,5.47,410.0,6.83,59
21359,RELAX LARGE WOOD LETTERS,127,4.7,759.65,28.14,26
21360,JOY LARGE WOOD LETTERS,37,2.64,194.15,13.87,14
21361,LOVE LARGE WOOD LETTERS ,91,1.69,1127.85,20.89,54
21363,HOME SMALL WOOD LETTERS,209,2.2,1034.55,10.89,90
21364,PEACE SMALL WOOD LETTERS,25,1.19,168.75,8.04,21
21365,MIRRORED WALL ART STARS,348,7.91,360.0,8.18,42
21366,MIRRORED WALL ART PHOTO FRAMES,24,2.18,102.0,9.27,10
21367,MIRRORED WALL ART GENTS,163,4.66,159.51,4.56,35
21368,MIRRORED WALL ART LADIES,161,5.19,129.15,4.17,30
21369,MIRRORED WALL ART SPLODGES,98,7.54,142.5,10.96,13
21370,MIRRORED WALL ART FOXY,15,1.88,88.2,11.02,8
21371,MIRRORED WALL ART POPPIES,275,8.59,274.65,8.58,32
21372,MIRRORED WALL ART TABLE LAMP,67,2.68,75.73,3.03,25
21373,MIRRORED WALL ART SNOWFLAKES,507,11.27,380.25,8.45,45
21374,MIRRORED WALL ART SKULLS,294,7.35,400.0,10.0,40
21375,LARGE CAMPHOR WOOD FIELD MUSHROOM ,24,2.0,109.8,9.15,10
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL ,33,2.2,154.65,10.31,13
21377,SMALL CAMPHOR WOOD FIELD  MUSHROOM,93,4.89,123.21,6.48,19
21378,SMALL TALL CAMPHOR WOOD TOADSTOOL,129,5.86,175.05,7.96,22
21379,CAMPHOR WOOD PORTOBELLO MUSHROOM,147,6.12,163.11,6.8,23
21380,WOODEN HAPPY BIRTHDAY GARLAND,2093,8.91,5910.15,25.15,232
21381,MINI WOODEN HAPPY BIRTHDAY GARLAND,1699,11.8,2733.07,18.98,138
21382,SET/4 SPRING FLOWER DECORATION,1045,10.89,1164.35,12.13,93
21383,PACK OF 12 STICKY BUNNIES,772,9.19,501.8,5.97,77
21385,IVORY HANGING DECORATION  HEART,3564,16.35,2957.64,13.57,205
21386,IVORY HANGING DECORATION  EGG,713,13.98,257.57,5.05,46
21389,IVORY HANGING DECORATION  BIRD,1018,9.98,865.3,8.48,94
21390,FILIGRIS HEART WITH BUTTERFLY,3781,20.66,4544.13,24.83,174
21391,FRENCH LAVENDER SCENT HEART,975,12.04,855.45,10.56,75
21392,RED POLKADOT PUDDING BOWL,32,4.57,38.13,5.45,6
21393,BLUE POLKADOT PUDDING BOWL,29,3.62,38.67,4.83,7
21394,RED POLKADOT BEAKER ,3822,33.53,1538.62,13.5,114
21395,BLUE POLKADOT BEAKER ,2812,35.59,1096.68,13.88,78
21397,BLUE POLKADOT EGG CUP ,1016,23.09,445.26,10.12,44
21398,RED POLKADOT COFFEE  MUG,1499,30.59,642.75,13.12,49
21399,BLUE POLKADOT COFFEE MUG,2047,32.49,830.82,13.19,62
21400,RED PUDDING SPOON,837,17.44,109.74,2.29,48
21401,BLUE PUDDING SPOON,1010,17.12,132.3,2.24,58
21402,RED  EGG  SPOON,1290,21.15,155.4,2.55,61
21403,BLUE EGG  SPOON,1718,24.2,258.72,3.64,71
21407,BROWN CHECK CAT DOORSTOP ,233,2.48,965.0,10.27,94
21408,SPOTTY PINK DUCK DOORSTOP,225,3.31,764.91,11.25,65
21411,GINGHAM HEART  DOORSTOP RED,722,3.8,2391.46,12.59,185
21413,PERIWINKLE T-LIGHT HOLDER,36,3.6,45.0,4.5,10
21414,SCALLOP SHELL SOAP DISH,1,1.0,2.1,2.1,1
21415,CLAM SHELL SMALL ,206,6.44,384.13,12.0,30
21416,CLAM SHELL LARGE,5,1.25,18.75,4.69,4
21417,COCKLE SHELL DISH,289,9.03,420.88,13.15,32
21418,STARFISH SOAP DISH,59,4.54,115.25,8.87,12
21420,OYSTER TRINKET BOX,48,3.2,87.12,5.81,13
21421,PORCELAIN ROSE LARGE ,298,22.92,345.14,26.55,13
21422,PORCELAIN ROSE SMALL,1560,33.91,1218.36,26.49,46
21424,WOODLAND STORAGE BOX LARGE ,227,10.32,612.05,27.82,22
21425,SKULLS STORAGE BOX LARGE,67,4.19,188.05,11.75,16
21426,WOODLAND STORAGE BOX SMALL,213,11.83,411.3,22.85,17
21427,SKULLS STORAGE BOX SMALL,77,3.08,161.7,6.47,25
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,1099,6.01,4263.55,23.3,182
21429,RED GINGHAM ROSE JEWELLERY BOX,1616,7.21,2925.0,13.06,217
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,2344,7.26,8203.92,25.4,318
21439,BASKET OF TOADSTOOLS,1322,16.95,1574.98,20.19,77
21441,BLUE BIRDHOUSE DECORATION,376,9.89,223.3,5.88,38
21442,GREEN BIRDHOUSE DECORATION,389,10.51,232.01,6.27,36
21445,12 PINK ROSE PEG PLACE SETTINGS,214,10.19,267.5,12.74,21
21446,12 RED ROSE PEG PLACE SETTINGS,400,4.65,500.0,5.81,75
21447,12 IVORY ROSE PEG PLACE SETTINGS,749,8.14,936.25,10.18,91
21448,12 DAISY PEGS IN WOOD BOX,327,4.74,539.55,7.82,62
21452,TOADSTOOL MONEY BOX,745,5.52,2140.15,15.85,133
21454,PAINTED PINK RABBIT ,318,6.77,270.3,5.75,43
21455,PAINTED YELLOW WOODEN DAISY,271,7.74,230.35,6.58,32
21456,2 PICTURE BOOK EGGS EASTER CHICKS,161,8.47,201.25,10.59,19
21457,2 PICTURE BOOK EGGS EASTER DUCKS,115,7.19,143.75,8.98,16
21458,2 PICTURE BOOK EGGS EASTER BUNNY,158,8.32,197.5,10.39,19
21459,YELLOW EASTER EGG HUNT START POST,75,4.17,146.25,8.12,18
21460,GREEN EASTER EGG HUNT START POST,26,2.89,50.7,5.63,9
21461,BLUE EASTER EGG HUNT START POST,9,1.8,17.55,3.51,4
21462,"NURSERY A,B,C PAINTED LETTERS",192,2.87,859.2,12.82,67
21463,MIRRORED DISCO BALL ,644,4.92,3405.3,25.99,129
21464,DISCO BALL ROTATOR BATTERY OPERATED,244,2.39,1034.0,10.14,102
21465,PINK FLOWER CROCHET FOOD COVER,193,3.06,727.46,11.55,63
21466,RED FLOWER CROCHET FOOD COVER,267,2.93,982.49,10.8,91
21467,CHERRY CROCHET FOOD COVER,215,2.76,813.67,10.43,78
21468,BUTTERFLY CROCHET FOOD COVER,123,2.46,468.67,9.37,50
21469,POLKA DOT RAFFIA FOOD COVER,250,3.52,941.21,13.26,71
21470,FLOWER VINE RAFFIA FOOD COVER,338,2.94,1278.63,11.12,114
21471,STRAWBERRY RAFFIA FOOD COVER,495,5.27,1702.65,18.11,92
21472,LADYBIRD + BEE RAFFIA FOOD COVER,119,3.61,446.25,13.52,33
21473,SWEETHEART CREAM STEEL TABLE RECT,22,1.22,438.9,24.38,18
21476,STEEL SWEETHEART ROUND TABLE CREAM,31,1.72,463.45,25.75,18
21479,WHITE SKULL HOT WATER BOTTLE ,2402,6.16,9102.72,23.34,377
21481,FAWN BLUE HOT WATER BOTTLE,2925,7.56,9218.55,23.82,379
21484,CHICK GREY HOT WATER BOTTLE,1555,5.24,5810.37,19.56,282
21485,RETROSPOT HEART HOT WATER BOTTLE,2839,5.19,13342.13,24.39,532
21486,PINK HEART DOTS HOT WATER BOTTLE,8,2.0,30.0,7.5,4
21488,RED WHITE SCARF  HOT WATER BOTTLE,3,1.5,11.85,5.93,2
21494,ROTATING LEAVES T-LIGHT HOLDER,1228,9.16,1624.73,12.12,126
21495,SKULLS AND CROSSBONES WRAP,5800,35.15,2356.0,14.28,165
21497,FANCY FONTS BIRTHDAY WRAP,8600,37.07,3430.0,14.78,230
21498,RED RETROSPOT WRAP ,10547,31.39,4320.74,12.86,335
21499,BLUE POLKADOT WRAP,6925,32.06,2808.5,13.0,215
21500,PINK POLKADOT WRAP ,6350,29.81,2593.0,12.17,213
21503,TOYBOX  WRAP ,726,31.57,288.92,12.56,23
21504,SKULLS GREETING CARD,1884,19.42,763.2,7.87,96
21506,"FANCY FONT BIRTHDAY CARD, ",4740,18.74,1910.88,7.55,250
21507,"ELEPHANT, BIRTHDAY CARD, ",3206,16.11,1314.0,6.6,198
21508,VINTAGE KID DOLLY CARD ,2393,16.39,971.11,6.65,145
21509,COWBOYS AND INDIANS BIRTHDAY CARD ,3581,17.64,1444.75,7.12,203
21518,BANK ACCOUNT  GREETING  CARD ,265,15.59,106.98,6.29,17
21519,GIN & TONIC DIET GREETING CARD ,3217,16.84,1320.9,6.92,191
21520,BOOZE & WOMEN GREETING CARD ,457,13.85,187.62,5.69,33
21523,DOORMAT FANCY FONT HOME SWEET HOME,1888,4.8,13661.02,34.76,392
21524,DOORMAT SPOTTY HOME SWEET HOME,1662,4.05,12095.67,29.5,405
21527,RED RETROSPOT TRADITIONAL TEAPOT ,468,3.39,3540.6,25.66,133
21528,DAIRY MAID TRADITIONAL TEAPOT ,179,2.01,1230.05,13.82,86
21530,DAIRY MAID TOASTRACK,756,9.0,690.12,8.22,83
21531,RED RETROSPOT SUGAR JAM BOWL,1473,6.95,3459.15,16.32,206
21533,RETROSPOT LARGE MILK JUG,1317,4.1,6267.15,19.52,310
21534,DAIRY MAID LARGE MILK JUG,327,2.5,1593.45,12.16,124
21535,RED RETROSPOT SMALL MILK JUG,2460,7.69,5830.2,18.22,310
21537,RED RETROSPOT PUDDING BOWL,327,5.64,1341.75,23.13,57
21538,DAIRY MAID  PUDDING BOWL,5,2.5,18.75,9.38,2
21539,RED RETROSPOT BUTTER DISH,939,4.37,4429.65,20.6,211
21544,SKULLS  WATER TRANSFER TATTOOS ,1872,16.28,1522.4,13.24,113
21547,CERAMIC BIRDHOUSE CRESTED TIT SMALL,72,4.24,212.4,12.49,16
21555,CERAMIC STRAWBERRY TRINKET TRAY,55,4.58,140.25,11.69,12
21556,CERAMIC STRAWBERRY MONEY BOX,396,8.61,941.4,20.47,46
21557,SET OF 6 FUNKY BEAKERS,300,5.77,854.04,16.42,51
21558,SKULL LUNCH BOX WITH CUTLERY ,1946,7.08,4624.8,16.82,265
21559,STRAWBERRY LUNCH BOX WITH CUTLERY,3716,8.48,8734.64,19.94,426
21561,DINOSAUR LUNCH BOX WITH CUTLERY,1227,7.3,2868.78,17.08,167
21562,HAWAIIAN GRASS SKIRT ,319,12.76,368.35,14.73,25
21563,RED HEART SHAPE LOVE BUCKET ,1358,10.13,2591.02,19.34,134
21564,PINK  HEART SHAPE LOVE BUCKET ,1016,9.86,1686.52,16.37,103
21576,LETS GO SHOPPING COTTON TOTE BAG,177,3.85,403.67,8.78,46
21577,SAVE THE PLANET COTTON TOTE BAG,549,4.73,1235.25,10.65,116
21578,WOODLAND DESIGN  COTTON TOTE BAG,586,6.98,1318.5,15.7,82
21579,LOLITA  DESIGN  COTTON TOTE BAG,154,4.53,346.5,10.19,32
21580,RABBIT  DESIGN  COTTON TOTE BAG,90,3.75,202.5,8.44,24
21581,SKULLS  DESIGN  COTTON TOTE BAG,165,4.12,371.25,9.28,40
21584,RETROSPOT SMALL TUBE MATCHES,1066,6.7,1754.9,11.04,146
21586,KINGS CHOICE GIANT TUBE MATCHES,731,11.08,1691.25,25.62,66
21587,COSY HOUR GIANT TUBE MATCHES,197,6.57,480.75,16.02,26
21588,RETROSPOT GIANT TUBE MATCHES,1497,10.85,3450.15,25.0,132
21591,COSY HOUR CIGAR BOX MATCHES ,1187,7.71,1456.39,9.46,143
21592,RETROSPOT CIGAR BOX MATCHES ,2151,9.56,2150.71,9.56,210
21609,SET 12 LAVENDER  BOTANICAL T-LIGHTS,761,10.15,2072.15,27.63,73
21613,S/12 VANILLA  BOTANICAL T-LIGHTS,221,5.82,632.75,16.65,38
21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,48,6.86,141.6,20.23,7
21615,4 LAVENDER BOTANICAL DINNER CANDLES,840,8.08,1195.0,11.49,100
21616,4 PEAR BOTANICAL DINNER CANDLES,755,6.99,1093.75,10.13,104
21617,4 LILY  BOTANICAL DINNER CANDLES,473,5.91,851.75,10.65,76
21618,4 WILDFLOWER BOTANICAL CANDLES,303,5.22,473.75,8.17,51
21619,4 VANILLA BOTANICAL CANDLES,900,7.2,1252.5,10.02,121
21620,SET OF 4 ROSE BOTANICAL CANDLES,811,6.19,1211.25,9.25,124
21621,VINTAGE UNION JACK BUNTING,2004,5.02,16798.84,42.1,388
21622,VINTAGE UNION JACK CUSHION COVER,364,3.87,1785.0,18.99,92
21623,VINTAGE UNION JACK MEMOBOARD,735,3.64,6627.45,32.81,199
21624,VINTAGE UNION JACK DOORSTOP,204,2.4,1190.8,14.01,82
21625,VINTAGE UNION JACK APRON,307,2.6,2140.19,18.14,113
21626,VINTAGE UNION JACK PENNANT,742,9.76,1446.9,19.04,74
21627,ELEPHANT CARNIVAL POUFFE,38,1.58,568.1,23.67,24
21628,TRIANGULAR POUFFE VINTAGE ,44,2.59,620.4,36.49,16
21629,SQUARE FLOOR CUSHION VINTAGE RED,53,1.96,411.35,15.24,25
21630,FLOOR CUSHION ELEPHANT CARNIVAL,54,2.45,461.3,20.97,22
21631,HIPPY CHIC DECORATIVE PARASOL,155,9.69,761.85,47.62,16
21632,VINTAGE PINK DECORATIVE PARASOL,60,12.0,237.0,47.4,5
21633,SUNFLOWER DECORATIVE PARASOL,87,6.21,528.45,37.75,14
21634,ASSORTED MINI MADRAS NOTEBOOK,948,41.22,462.6,20.11,23
21635,MADRAS NOTEBOOK LARGE ,270,18.0,367.5,24.5,15
21636,MADRAS NOTEBOOK MEDIUM,917,11.76,703.95,9.02,71
21637,ASSORTED SANSKRIT MINI NOTEBOOK,109,18.17,136.25,22.71,6
21638,ASSORTED TUTTI FRUTTI NOTEBOOK,235,7.34,493.5,15.42,31
21640,ASSORTED TUTTI FRUTTI  FOB NOTEBOOK,541,10.21,447.37,8.44,46
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,1102,47.91,367.98,16.0,23
21642,ASSORTED TUTTI FRUTTI PEN,2452,26.37,801.24,8.62,90
21643,ASSORTED TUTTI FRUTTI MIRROR,490,15.81,594.26,19.17,31
21644,ASSORTED TUTTI FRUTTI HEART BOX,215,6.32,268.75,7.9,32
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,117,4.03,245.7,8.47,24
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,654,19.82,790.14,23.94,31
21650,ASSORTED TUTTI FRUTTI BRACELET,2197,32.31,440.89,6.48,61
21651,HANGING GLASS ETCHED TEALIGHT,131,11.91,201.75,18.34,10
21654,RIDGED GLASS FINGER BOWL,946,18.92,432.54,8.65,47
21655,HANGING RIDGE GLASS T-LIGHT HOLDER,36,18.0,60.84,30.42,2
21656,RIDGED GLASS POSY VASE ,117,6.88,169.65,9.98,17
21657,MILK BOTTLE WITH GLASS STOPPER ,28,1.87,194.6,12.97,15
21658,GLASS  BEURRE DISH,773,5.95,2874.07,22.11,126
21661,VINTAGE GLASS TEA CADDY,3,1.0,17.85,5.95,3
21662,VINTAGE GLASS COFFEE CADDY,74,4.62,416.3,26.02,16
21664,RIDGED GLASS STORAGE JAR CREAM LID,97,5.11,346.47,18.24,17
21666,RIDGED GLASS T-LIGHT HOLDER,384,11.64,249.6,7.56,33
21667,GLASS CAKE COVER AND PLATE,2,2.0,29.9,29.9,1
21668,RED STRIPE CERAMIC DRAWER KNOB,5035,14.68,6224.03,18.15,333
